A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 54, B : 16, C: c0, D : b0 ,E: 40, F : 21, G : f0 
A : 19, B : df, C: d7, D : d4 ,E: 34, F : 0b, G : b3 
A : 0b, B : f4, C: df, D : 90 ,E: 76, F : 16, G : a7 
A : 5e, B : 2f, C: e3, D : de ,E: 05, F : f9, G : bd 
A : 00, B : 00, C: d3, D : a6 ,E: 5c, F : 44, G : 43 
A : 12, B : 05, C: ff, D : e2 ,E: 61, F : ae, G : ae 
A : cd, B : c7, C: b5, D : b2 ,E: 34, F : 0d, G : e3 
A : 38, B : 2f, C: 1b, D : 18 ,E: 3a, F : 16, G : 05 
A : 41, B : 02, C: cb, D : b0 ,E: 7b, F : 67, G : 3b 
A : 37, B : 03, C: f4, D : c6 ,E: 3b, F : 25, G : 84 
A : 2f, B : 1a, C: 13, D : e0 ,E: 56, F : 4d, G : bf 
A : 26, B : 16, C: d6, D : 90 ,E: 14, F : 13, G : fc 
A : 64, B : 17, C: eb, D : d2 ,E: 03, F : 8f, G : 83 
A : 6d, B : 06, C: f6, D : e8 ,E: 4d, F : 17, G : 9a 
A : f6, B : e6, C: db, D : d6 ,E: 25, F : f6, G : ca 
A : 4e, B : 03, C: fd, D : e2 ,E: 40, F : 07, G : a7 
A : 54, B : ea, C: cd, D : c0 ,E: 68, F : 60, G : 50 
A : e9, B : df, C: d7, D : d4 ,E: 29, F : 0b, G : b3 
A : 0b, B : f7, C: b7, D : 90 ,E: 76, F : 16, G : 9b 
A : 5e, B : 55, C: 3b, D : e2 ,E: 5a, F : f9, G : bd 
A : d3, B : a7, C: 9e, D : 92 ,E: 5c, F : 43, G : 42 
A : 12, B : 05, C: ff, D : e2 ,E: 61, F : f7, G : ae 
A : 1d, B : ce, C: cd, D : c6 ,E: 3a, F : 34, G : e3 
A : 38, B : 38, C: 18, D : e8 ,E: 3a, F : 21, G : 16 
A : 02, B : f1, C: b0, D : 94 ,E: 7b, F : 67, G : 1e 
A : 77, B : 03, C: f4, D : c6 ,E: 25, F : 0a, G : 84 
A : 40, B : 2f, C: 1a, D : 12 ,E: 56, F : 09, G : bf 
A : 38, B : 2b, C: d6, D : 90 ,E: 14, F : fc, G : 82 
A : 64, B : ff, C: ea, D : d2 ,E: 03, F : 8f, G : 83 
A : 69, B : f6, C: e8, D : d6 ,E: 17, F : bf, G : 9a 
A : 27, B : f6, C: e6, D : da ,E: 12, F : f6, G : ca 
A : 03, B : f0, C: ef, D : e2 ,E: 57, F : 40, G : a7 
A : ca, B : c0, C: bb, D : b0 ,E: 68, F : 4e, G : f0 
A : 4a, B : e9, C: d7, D : d4 ,E: 29, F : b3, G : a0 
A : fc, B : f7, C: c1, D : b6 ,E: 76, F : d3, G : 9b 
A : 5e, B : 55, C: 3b, D : e2 ,E: 5a, F : 32, G : f9 
A : 30, B : d3, C: 9e, D : 92 ,E: 5c, F : fd, G : a2 
A : 7a, B : 6c, C: 12, D : e2 ,E: 2e, F : f7, G : ae 
A : 1d, B : fc, C: e6, D : ce ,E: 3a, F : 34, G : bb 
A : 38, B : 18, C: e8, D : e2 ,E: 21, F : 16, G : b8 
A : 02, B : f1, C: d7, D : be ,E: 00, F : 00, G : 00 
A : 77, B : 65, C: f4, D : 8a ,E: 44, F : 25, G : 0a 
A : 40, B : 3b, C: 33, D : 2e ,E: 56, F : 56, G : 09 
A : 38, B : d6, C: d4, D : 90 ,E: 51, F : fc, G : 82 
A : 33, B : ff, C: ea, D : e4 ,E: 03, F : 02, G : 83 
A : 69, B : 08, C: f0, D : d6 ,E: bf, F : a5, G : 9a 
A : 5d, B : 27, C: 06, D : f6 ,E: 12, F : f6, G : b8 
A : f0, B : ef, C: e3, D : dc ,E: 59, F : 57, G : a7 
A : ea, B : cd, C: bb, D : b8 ,E: 68, F : 66, G : 4e 
A : 4a, B : fd, C: e9, D : c2 ,E: 29, F : b6, G : a0 
A : fc, B : f7, C: c1, D : b6 ,E: 26, F : d3, G : 9b 
A : 5f, B : 55, C: 48, D : 3a ,E: 5a, F : 32, G : 17 
A : 5a, B : 50, C: 30, D : 92 ,E: 5b, F : fd, G : a2 
A : 6c, B : f7, C: e3, D : be ,E: 2e, F : f7, G : 91 
A : 1d, B : 1c, C: fc, D : e6 ,E: 3a, F : bb, G : 8e 
A : e8, B : e6, C: e2, D : d4 ,E: 21, F : ec, G : b8 
A : bf, B : 97, C: 95, D : 94 ,E: 52, F : 1e, G : c1 
A : 77, B : 65, C: 40, D : 94 ,E: 44, F : 0a, G : 9a 
A : 40, B : 3b, C: 33, D : dc ,E: 56, F : 09, G : b4 
A : 66, B : 38, C: d6, D : d4 ,E: 51, F : c6, G : 82 
A : 26, B : ff, C: ea, D : e4 ,E: 13, F : 02, G : 83 
A : 42, B : 08, C: f0, D : e6 ,E: 1f, F : bf, G : a5 
A : 5d, B : 35, C: 27, D : 06 ,E: 3c, F : 12, G : b8 
A : f0, B : ef, C: dc, D : ae ,E: 59, F : 57, G : f2 
A : 33, B : bb, C: b8, D : b0 ,E: 00, F : 00, G : 00 
A : 1f, B : fd, C: c2, D : a8 ,E: cc, F : b6, G : a0 
A : ff, B : fc, C: c1, D : 82 ,E: 26, F : d3, G : c1 
A : 5f, B : 48, C: 36, D : d6 ,E: 5a, F : 32, G : 17 
A : 5a, B : 30, C: d5, D : 88 ,E: 5b, F : 47, G : 3d 
A : 73, B : 6c, C: 53, D : f6 ,E: 5a, F : 2e, G : 91 
A : fc, B : e9, C: e6, D : c6 ,E: 73, F : bb, G : 8e 
A : e6, B : e2, C: dc, D : d4 ,E: 6b, F : ec, G : b8 
A : 2d, B : d7, C: bf, D : 94 ,E: 52, F : c1, G : ab 
A : 40, B : 3e, C: fc, D : 94 ,E: 44, F : 1a, G : 9a 
A : 33, B : 02, C: dd, D : c2 ,E: 56, F : 4c, G : b4 
A : 1e, B : d6, C: d4, D : ce ,E: 51, F : 28, G : c6 
A : 66, B : 33, C: 29, D : 24 ,E: 13, F : 02, G : fa 
A : 08, B : f0, C: e7, D : d8 ,E: 25, F : 1f, G : a5 
A : 35, B : 06, C: 06, D : f4 ,E: 3c, F : b8, G : a2 
A : 3a, B : 39, C: dc, D : ae ,E: 69, F : 59, G : f2 
A : 6c, B : 66, C: 33, D : b8 ,E: 66, F : 37, G : e1 
A : 1f, B : fd, C: cf, D : c2 ,E: 07, F : cc, G : b6 
A : 18, B : ff, C: d4, D : 82 ,E: 58, F : 26, G : c1 
A : 48, B : 36, C: 18, D : d4 ,E: 5a, F : 17, G : 8f 
A : 64, B : 5a, C: d5, D : aa ,E: 00, F : 00, G : 00 
A : 53, B : 3b, C: f7, D : a2 ,E: 5a, F : 37, G : 91 
A : e9, B : dd, C: c7, D : c0 ,E: 73, F : 8e, G : 81 
A : f1, B : e6, C: dc, D : ae ,E: 6b, F : 37, G : ec 
A : 2d, B : 2c, C: e5, D : 94 ,E: 75, F : c1, G : ab 
A : 40, B : 3e, C: 2e, D : fc ,E: 1a, F : e1, G : 9a 
A : 02, B : dd, C: c3, D : be ,E: 60, F : 4c, G : b4 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0d, B : 0c, C: 05, D : 04 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 23, B : 14, C: 13, D : 02 ,E: 75, F : 2e, G : 97 
A : eb, B : cf, C: 95, D : 8e ,E: 00, F : 00, G : 00 
A : 4d, B : 17, C: f6, D : aa ,E: c8, F : a8, G : 95 
A : 2b, B : 25, C: f7, D : d6 ,E: 53, F : fb, G : d2 
A : 66, B : 40, C: 07, D : ba ,E: 3c, F : 13, G : 82 
A : 40, B : 21, C: f0, D : c0 ,E: 00, F : 00, G : 00 
A : 24, B : 0b, C: d5, D : b2 ,E: 2c, F : 9e, G : 89 
A : 16, B : f4, C: a7, D : 90 ,E: 30, F : f3, G : 95 
A : 05, B : f9, C: e3, D : de ,E: 54, F : ef, G : ab 
A : 44, B : 43, C: ea, D : be ,E: 54, F : fc, G : 91 
A : 12, B : 05, C: e2, D : ae ,E: 4b, F : f8, G : b0 
A : 0d, B : e3, C: cd, D : c6 ,E: d7, F : d4, G : 81 
A : 38, B : 1b, C: 18, D : 16 ,E: d4, F : b4, G : a8 
A : 67, B : 3b, C: 02, D : ca ,E: 29, F : 28, G : 06 
A : 3b, B : 25, C: f4, D : c6 ,E: e7, F : d8, G : bc 
A : 4d, B : 1a, C: e0, D : be ,E: 5a, F : 55, G : db 
A : 14, B : 13, C: fc, D : d6 ,E: 75, F : 9b, G : 97 
A : 64, B : 03, C: eb, D : 8e ,E: 58, F : 4a, G : 1f 
A : 4d, B : 17, C: f6, D : b8 ,E: 2a, F : c8, G : a8 
A : 25, B : f6, C: e6, D : d6 ,E: 53, F : f9, G : d2 
A : 40, B : 07, C: 03, D : a6 ,E: 7d, F : 13, G : 82 
A : 60, B : 5a, C: 50, D : ea ,E: 00, F : 00, G : 00 
A : 0b, B : e9, C: d5, D : b2 ,E: 2c, F : 9a, G : 89 
A : 16, B : f7, C: 9b, D : 90 ,E: 30, F : 0e, G : f3 
A : 5a, B : 3b, C: f9, D : e2 ,E: 62, F : ef, G : ab 
A : 43, B : 42, C: be, D : 92 ,E: 27, F : fc, G : 91 
A : 12, B : 05, C: f7, D : be ,E: 4b, F : b0, G : 89 
A : 3a, B : 34, C: e3, D : cc ,E: fd, F : d7, G : 81 
A : 38, B : 21, C: 18, D : 16 ,E: d9, F : d4, G : a8 
A : 67, B : 1e, C: 02, D : b0 ,E: 49, F : 48, G : 06 
A : 25, B : 0a, C: f4, D : c6 ,E: 15, F : e7, G : d8 
A : 52, B : 1a, C: 09, D : be ,E: 5a, F : db, G : b5 
A : 14, B : fc, C: d6, D : 8e ,E: 75, F : 02, G : 9b 
A : 64, B : 03, C: ff, D : 8e ,E: 58, F : df, G : da 
A : f6, B : d7, C: bf, D : b8 ,E: 38, F : 2a, G : a8 
A : 12, B : f6, C: e6, D : d6 ,E: f9, F : d2, G : c1 
A : 40, B : 03, C: ef, D : a6 ,E: 7d, F : 13, G : f9 
A : 4e, B : f0, C: ea, D : c0 ,E: 00, F : 00, G : 00 
A : e9, B : d5, C: b3, D : a8 ,E: 2c, F : 9a, G : 94 
A : fc, B : f7, C: d3, D : 9a ,E: 30, F : 0e, G : a3 
A : 5a, B : 3b, C: 32, D : f8 ,E: 62, F : fd, G : ef 
A : fd, B : be, C: a2, D : 92 ,E: 27, F : fc, G : 86 
A : 2e, B : 12, C: f7, D : be ,E: 4b, F : 18, G : 89 
A : 3a, B : 34, C: e6, D : c6 ,E: 4a, F : fd, G : d7 
A : 18, B : 16, C: e8, D : e2 ,E: 30, F : d9, G : a8 
A : 00, B : 00, C: 00, D : d6 ,E: 49, F : 2c, G : 86 
A : 44, B : 25, C: 0a, D : f4 ,E: 15, F : ff, G : e7 
A : 56, B : 52, C: 33, D : 08 ,E: 5a, F : b5, G : b1 
A : 38, B : fc, C: d6, D : 8e ,E: 02, F : eb, G : 9b 
A : 03, B : 02, C: ff, D : e4 ,E: 32, F : df, G : da 
A : d7, B : bf, C: b8, D : a4 ,E: 5c, F : 38, G : 2a 
A : 27, B : 12, C: f6, D : e6 ,E: f9, F : c1, G : b9 
A : 57, B : 03, C: ef, D : dc ,E: 7d, F : 16, G : f9 
A : 66, B : 4e, C: 33, D : ea ,E: 36, F : 21, G : 09 
A : e9, B : c2, C: b6, D : a8 ,E: 17, F : 9a, G : 94 
A : fc, B : f7, C: d3, D : 9a ,E: 0e, F : a3, G : 97 
A : 5f, B : 5a, C: 3b, D : 32 ,E: 62, F : fd, G : 9f 
A : 5a, B : fd, C: a2, D : 92 ,E: 40, F : 27, G : 86 
A : 2e, B : f7, C: f7, D : be ,E: 18, F : e7, G : 89 
A : 3a, B : 1c, C: e6, D : ba ,E: 4a, F : 07, G : fd 
A : ec, B : e8, C: e6, D : e2 ,E: 3f, F : 30, G : d9 
A : 1e, B : d7, C: c1, D : 94 ,E: 49, F : 2c, G : df 
A : 44, B : 40, C: 0a, D : 9a ,E: 15, F : ff, G : dd 
A : 52, B : 33, C: 09, D : dc ,E: 68, F : b5, G : b1 
A : 38, B : d6, C: c6, D : 94 ,E: 02, F : eb, G : d1 
A : 13, B : 02, C: ff, D : e4 ,E: 3d, F : 32, G : da 
A : 1f, B : f0, C: d7, D : be ,E: 5c, F : 38, G : e6 
A : 3c, B : 35, C: 27, D : 12 ,E: 3c, F : c1, G : b9 
A : 57, B : 3a, C: f2, D : ee ,E: 57, F : 16, G : f9 
A : 00, B : 00, C: 00, D : ba ,E: 40, F : 36, G : 89 
A : cc, B : c2, C: b6, D : a8 ,E: 7e, F : 17, G : 94 
A : ff, B : fc, C: d3, D : c0 ,E: 24, F : a3, G : 97 
A : 5f, B : 5a, C: 32, D : 16 ,E: 25, F : fd, G : 9f 
A : 5a, B : 47, C: 3d, D : d4 ,E: 48, F : 40, G : 86 
A : 5a, B : 53, C: 2e, D : f6 ,E: 18, F : fd, G : e7 
A : 1c, B : e9, C: e6, D : ba ,E: 4a, F : 14, G : 07 
A : ec, B : e6, C: e2, D : dc ,E: 3f, F : 30, G : 1b 
A : 3f, B : d7, C: c1, D : aa ,E: 2c, F : fd, G : df 
A : 40, B : 1a, C: fc, D : 9a ,E: ff, F : dd, G : da 
A : 4c, B : 33, C: 02, D : dc ,E: 68, F : f5, G : b1 
A : 28, B : d6, C: cf, D : c6 ,E: 40, F : eb, G : d1 
A : 26, B : 13, C: 02, D : fa ,E: 46, F : 3d, G : 32 
A : 25, B : 1f, C: f0, D : d8 ,E: 5c, F : eb, G : e6 
A : 3c, B : 35, C: 06, D : b8 ,E: 3c, F : 18, G : b9 
A : 59, B : 3c, C: 3a, D : f2 ,E: 57, F : 4a, G : 16 
A : 66, B : 37, C: 33, D : e0 ,E: 40, F : 9d, G : 89 
A : 1f, B : 07, C: cc, D : c2 ,E: 7e, F : 17, G : e3 
A : 26, B : ff, C: d4, D : c0 ,E: 24, F : da, G : 97 
A : 5a, B : 17, C: d4, D : 9e ,E: 25, F : f5, G : 9f 
A : 00, B : 00, C: 00, D : d4 ,E: 48, F : 44, G : 40 
A : 53, B : 37, C: f7, D : a2 ,E: fd, F : e7, G : 82 
A : 1c, B : e9, C: dd, D : 8e ,E: 14, F : 07, G : ec 
A : 37, B : f1, C: ec, D : e6 ,E: 3f, F : 3e, G : 1b 
A : 3f, B : 2c, C: c1, D : aa ,E: 67, F : fd, G : df 
A : 40, B : 1a, C: fc, D : e0 ,E: 2f, F : dd, G : da 
A : 4c, B : 3a, C: 02, D : dc ,E: 68, F : f5, G : b1 
A : 00, B : 00, C: 00, D : 00 ,E: 1f, F : 1e, G : 1b 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 2e, B : 14, C: 13, D : 02 ,E: 4b, F : b4, G : a8 
A : 00, B : 00, C: b5, D : 8e ,E: 7d, F : 61, G : 2c 
A : 17, B : c8, C: ab, D : a8 ,E: 72, F : 44, G : 04 
A : 25, B : fb, C: f7, D : d2 ,E: 30, F : 28, G : 93 
A : 3c, B : 13, C: 07, D : ba ,E: 58, F : 50, G : 04 
A : 21, B : 00, C: 00, D : 00 ,E: e2, F : e0, G : ce 
A : 2c, B : 0b, C: b3, D : 9e ,E: 74, F : 5f, G : 3d 
A : 30, B : 16, C: f3, D : a6 ,E: 62, F : 0f, G : 02 
A : 05, B : f9, C: ef, D : bc ,E: 4e, F : 9a, G : 80 
A : 54, B : 44, C: 43, D : fc ,E: 59, F : 40, G : 3b 
A : 4b, B : f8, C: b0, D : ae ,E: 71, F : 4f, G : a1 
A : 0d, B : e3, C: d7, D : d4 ,E: 6b, F : cf, G : af 
A : 16, B : 05, C: d4, D : b4 ,E: 71, F : cc, G : 91 
A : 67, B : 3b, C: 29, D : 28 ,E: 00, F : 00, G : 00 
A : 25, B : e7, C: d8, D : bc ,E: 4d, F : 06, G : b1 
A : 56, B : 55, C: 4d, D : da ,E: cd, F : b3, G : ae 
A : 14, B : 13, C: fc, D : 9a ,E: 4b, F : 08, G : a8 
A : 4a, B : 1f, C: 03, D : 8e ,E: 21, F : ad, G : 8c 
A : 2a, B : 17, C: c8, D : a8 ,E: 72, F : 04, G : ca 
A : 25, B : f9, C: f6, D : d2 ,E: 72, F : 28, G : 93 
A : 40, B : 13, C: 07, D : a6 ,E: 55, F : 50, G : 04 
A : 40, B : 00, C: 00, D : 00 ,E: 07, F : e0, G : ce 
A : 29, B : 0b, C: b3, D : 9a ,E: 5f, F : 3d, G : 01 
A : 30, B : 16, C: 0e, D : f2 ,E: 62, F : 4b, G : 02 
A : 5a, B : f9, C: ef, D : bc ,E: 4e, F : 39, G : 9a 
A : 43, B : 27, C: fc, D : a2 ,E: 59, F : 58, G : 3b 
A : 4b, B : f7, C: b0, D : ae ,E: 71, F : 4f, G : 15 
A : 34, B : fd, C: e3, D : d6 ,E: 6b, F : cf, G : aa 
A : 21, B : 16, C: d9, D : d4 ,E: 76, F : 71, G : 91 
A : 67, B : 49, C: 48, D : 1e ,E: 7f, F : b4, G : 9b 
A : 15, B : 0a, C: e7, D : d8 ,E: 7a, F : 4d, G : 06 
A : 56, B : 09, C: db, D : be ,E: 63, F : cd, G : ae 
A : 14, B : 02, C: fc, D : 9a ,E: 08, F : 06, G : a8 
A : 03, B : df, C: da, D : 8e ,E: 00, F : 00, G : 00 
A : 2a, B : 17, C: bf, D : a8 ,E: 46, F : 04, G : ca 
A : f9, B : f6, C: d2, D : ca ,E: 72, F : 69, G : 93 
A : 57, B : 40, C: 13, D : f8 ,E: 6d, F : 55, G : 04 
A : 4e, B : 00, C: 00, D : 00 ,E: 07, F : e6, G : e0 
A : 29, B : b3, C: a0, D : 9a ,E: 7c, F : 3d, G : 01 
A : 30, B : 0e, C: d3, D : a2 ,E: 62, F : 4b, G : e8 
A : 5a, B : 32, C: fd, D : f8 ,E: 39, F : a1, G : 9a 
A : 27, B : fd, C: fc, D : a2 ,E: 59, F : 58, G : 3d 
A : 2e, B : 18, C: f7, D : ae ,E: 4f, F : 15, G : 96 
A : 3a, B : 34, C: fd, D : d6 ,E: 6b, F : b1, G : aa 
A : 21, B : 16, C: d9, D : b8 ,E: 76, F : 71, G : 58 
A : 52, B : 49, C: 2c, D : 1e ,E: 7f, F : 77, G : 9b 
A : 25, B : 15, C: 0a, D : fe ,E: 7a, F : 4d, G : 99 
A : 56, B : 56, C: 09, D : b4 ,E: 63, F : 4b, G : cd 
A : 02, B : fc, C: eb, D : 9a ,E: 08, F : 06, G : e1 
A : 03, B : 02, C: df, D : da ,E: 5a, F : e2, G : ad 
A : 38, B : 2a, C: bf, D : a4 ,E: 66, F : 46, G : ca 
A : f9, B : f6, C: c1, D : b8 ,E: 72, F : 69, G : 4b 
A : 59, B : 57, C: 16, D : f8 ,E: 6d, F : 55, G : 33 
A : 66, B : 4e, C: 36, D : 20 ,E: 0b, F : 07, G : 06 
A : 17, B : b6, C: a0, D : 9a ,E: 7c, F : 39, G : 01 
A : 0e, B : d3, C: a3, D : 9a ,E: 4b, F : e8, G : d5 
A : 5a, B : 32, C: 17, D : fc ,E: 39, F : ce, G : a1 
A : 40, B : 27, C: fd, D : a2 ,E: 58, F : 3d, G : 31 
A : 18, B : f7, C: e7, D : 90 ,E: 15, F : 10, G : 96 
A : 3a, B : 07, C: fd, D : ba ,E: fb, F : b1, G : aa 
A : 30, B : 21, C: ec, D : d8 ,E: 76, F : 58, G : f7 
A : 49, B : 2c, C: 1e, D : de ,E: 7f, F : 77, G : 05 
A : 15, B : 0a, C: ff, D : dc ,E: 7a, F : 1c, G : 99 
A : 56, B : 09, C: b5, D : b4 ,E: 63, F : 4b, G : 1f 
A : 02, B : eb, C: d1, D : c6 ,E: 06, F : e1, G : b9 
A : 32, B : 13, C: 02, D : da ,E: 5a, F : e2, G : cd 
A : 38, B : 1f, C: e6, D : be ,E: 66, F : 46, G : a2 
A : 3c, B : 12, C: c1, D : b8 ,E: 69, F : 4b, G : 49 
A : 57, B : 57, C: 16, D : f8 ,E: 6d, F : 33, G : b2 
A : 4e, B : 40, C: 37, D : 36 ,E: 0b, F : e9, G : e6 
A : 17, B : cc, C: b6, D : a0 ,E: 7c, F : 78, G : 39 
A : 24, B : d3, C: c1, D : a2 ,E: 45, F : e8, G : d5 
A : 32, B : 25, C: 17, D : fc ,E: d2, F : ce, G : a1 
A : 48, B : 40, C: 27, D : fc ,E: 3d, F : 31, G : da 
A : 2e, B : 18, C: fd, D : e6 ,E: 75, F : 10, G : 96 
A : 4a, B : 14, C: 07, D : ba ,E: fb, F : b1, G : 88 
A : 3f, B : 30, C: 1b, D : ec ,E: 58, F : f7, G : ac 
A : 2c, B : fd, C: df, D : c0 ,E: 77, F : 65, G : 1e 
A : 1a, B : ff, C: dd, D : da ,E: 1c, F : df, G : 99 
A : 56, B : 4c, C: f5, D : b4 ,E: 4b, F : 1f, G : 9c 
A : 40, B : 28, C: eb, D : d0 ,E: 37, F : e1, G : b9 
A : 3d, B : 32, C: 13, D : 02 ,E: 5a, F : 41, G : cd 
A : 25, B : 1f, C: eb, D : e6 ,E: 66, F : 21, G : a2 
A : 3c, B : 18, C: b9, D : b8 ,E: 4b, F : 49, G : 39 
A : 59, B : 57, C: 4a, D : 16 ,E: 33, F : d9, G : b2 
A : 40, B : 37, C: e1, D : 9c ,E: 44, F : 0b, G : e9 
A : 17, B : 07, C: e3, D : cc ,E: 78, F : 39, G : eb 
A : 26, B : 24, C: da, D : c0 ,E: 45, F : 01, G : d5 
A : 25, B : 17, C: f5, D : 9e ,E: 5f, F : d2, G : ce 
A : 5b, B : 48, C: 44, D : 40 ,E: 31, F : da, G : a6 
A : 37, B : fd, C: e7, D : 90 ,E: 75, F : 10, G : ab 
A : 14, B : 07, C: ec, D : 8e ,E: fb, F : eb, G : 88 
A : 3f, B : 3e, C: 37, D : 1a ,E: f7, F : b8, G : ac 
A : 67, B : fd, C: df, D : c0 ,E: 4f, F : 45, G : 1e 
A : 1a, B : e1, C: dd, D : da ,E: 1c, F : df, G : 9d 
A : 60, B : 4c, C: f5, D : b4 ,E: 68, F : 1f, G : 9c 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 4b, B : 2e, C: b4, D : a8 ,E: 74, F : 43, G : ad 
A : 67, B : 61, C: 58, D : 2c ,E: 5d, F : 58, G : 09 
A : 44, B : 04, C: c8, D : a8 ,E: 7b, F : 6b, G : 52 
A : 30, B : 28, C: fb, D : d2 ,E: 22, F : ef, G : bb 
A : 50, B : 3c, C: 13, D : 04 ,E: e8, F : c4, G : 82 
A : 4c, B : 0c, C: e2, D : e0 ,E: 59, F : 42, G : 14 
A : 5f, B : 3d, C: 2c, D : 9e ,E: 4d, F : 2f, G : 22 
A : 30, B : 0f, C: 02, D : f2 ,E: 61, F : 41, G : 02 
A : 4e, B : ef, C: ab, D : 9a ,E: fe, F : f8, G : 95 
A : 54, B : 40, C: 3b, D : fc ,E: 12, F : cb, G : 95 
A : 4f, B : 4b, C: f8, D : b0 ,E: 3b, F : 30, G : 0a 
A : d7, B : d4, C: cf, D : ae ,E: 0f, F : 8c, G : 8b 
A : d4, B : cc, C: b4, D : a8 ,E: 40, F : 38, G : bf 
A : 08, B : 00, C: 00, D : 00 ,E: 74, F : 6e, G : 0e 
A : 06, B : e7, C: d8, D : bc ,E: 54, F : 3b, G : fb 
A : 55, B : db, C: cd, D : b2 ,E: 0e, F : cf, G : a9 
A : 4b, B : 08, C: a8, D : 9a ,E: 74, F : b2, G : ad 
A : 21, B : 0a, C: df, D : ac ,E: 5d, F : 41, G : 09 
A : 2a, B : 04, C: ca, D : c8 ,E: 7b, F : 52, G : f6 
A : 53, B : 28, C: f9, D : d2 ,E: 22, F : 16, G : bb 
A : 55, B : 50, C: 13, D : 04 ,E: 6e, F : e8, G : c4 
A : 4c, B : 07, C: 01, D : e0 ,E: 41, F : 02, G : b4 
A : 3d, B : 2c, C: 01, D : 9a ,E: 4d, F : 2f, G : d0 
A : 4b, B : 30, C: 0e, D : 02 ,E: 61, F : 02, G : 99 
A : 4e, B : 39, C: ef, D : aa ,E: fe, F : f8, G : c2 
A : 58, B : 3b, C: 27, D : fc ,E: 21, F : cb, G : 95 
A : 4f, B : 4b, C: 15, D : b0 ,E: 7d, F : 3b, G : 0a 
A : fd, B : d7, C: cf, D : aa ,E: 0f, F : 95, G : 8b 
A : 71, B : d9, C: d4, D : a8 ,E: 38, F : bf, G : 9d 
A : 49, B : 08, C: b4, D : 9a ,E: 74, F : 6e, G : 1e 
A : 4d, B : 15, C: 06, D : e6 ,E: 54, F : 3b, G : dc 
A : 5a, B : db, C: cd, D : b4 ,E: 7b, F : 0e, G : a9 
A : 08, B : 06, C: 02, D : a8 ,E: 74, F : 35, G : b2 
A : 00, B : 00, C: 00, D : de ,E: 00, F : 00, G : 00 
A : 38, B : 2a, C: 04, D : ca ,E: 52, F : 51, G : f6 
A : 69, B : f9, C: d2, D : c0 ,E: 6e, F : 22, G : 16 
A : 6d, B : 55, C: 13, D : 04 ,E: 6e, F : e8, G : aa 
A : 36, B : 07, C: 01, D : e6 ,E: 47, F : 41, G : b4 
A : 3d, B : 2c, C: 01, D : 9a ,E: 2f, F : 06, G : d0 
A : 4b, B : 30, C: 0e, D : e8 ,E: 61, F : d2, G : 99 
A : 39, B : fd, C: ef, D : a0 ,E: 6f, F : fe, G : c2 
A : 58, B : 3d, C: 27, D : fc ,E: 28, F : 21, G : cb 
A : 4b, B : 18, C: 15, D : 96 ,E: 7d, F : 0a, G : b1 
A : 4a, B : fd, C: d7, D : b0 ,E: 0f, F : ff, G : 95 
A : 71, B : 58, C: 30, D : d8 ,E: 38, F : 9d, G : 8e 
A : 77, B : 49, C: 2c, D : 9a ,E: 74, F : be, G : a0 
A : 4d, B : 15, C: ff, D : e6 ,E: 3b, F : dc, G : a6 
A : 5a, B : 4b, C: cd, D : b4 ,E: 7b, F : 0e, G : d9 
A : 06, B : 02, C: eb, D : e0 ,E: 35, F : e8, G : b2 
A : 32, B : e2, C: df, D : da ,E: 6d, F : 61, G : 05 
A : 5c, B : 46, C: 38, D : 2a ,E: 51, F : f6, G : 83 
A : 69, B : 4b, C: f9, D : c0 ,E: 6e, F : 16, G : 06 
A : 6d, B : 55, C: 33, D : 16 ,E: 6e, F : aa, G : a7 
A : 0b, B : 07, C: 06, D : 00 ,E: 66, F : 47, G : 41 
A : 39, B : 17, C: 01, D : 9a ,E: 79, F : 06, G : d0 
A : 0e, B : e8, C: d5, D : a2 ,E: d6, F : d2, G : 99 
A : 39, B : fd, C: ce, D : a0 ,E: 6f, F : 38, G : c2 
A : 40, B : 3d, C: 31, D : 26 ,E: 28, F : 22, G : 21 
A : 15, B : 10, C: e7, D : 96 ,E: 7d, F : b1, G : 8f 
A : 07, B : fd, C: fb, D : b0 ,E: ff, F : 95, G : 85 
