A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 5a, B : 0c, C: db, D : d6 ,E: 71, F : e3, G : 8a , codes_A :  93 
A : 4c, B : 4c, C: 43, D : 38 ,E: e8, F : e7, G : d3 , codes_A : 118 
A : f0, B : e4, C: da, D : c6 ,E: 10, F : 05, G : 01 , codes_A :   0 
A : 6f, B : 2c, C: f1, D : e4 ,E: 33, F : 23, G : d0 , codes_A :  41 
A : 59, B : df, C: db, D : 96 ,E: d2, F : a9, G : 8f , codes_A : 105 
A : 3c, B : 04, C: fb, D : f8 ,E: 4e, F : af, G : ac , codes_A :  79 
A : 26, B : d9, C: d7, D : b6 ,E: b0, F : aa, G : 96 , codes_A : 104 
A : 2c, B : 14, C: d9, D : c2 ,E: 55, F : 54, G : ae , codes_A :  67 
A : 25, B : d2, C: a9, D : a2 ,E: 67, F : 0f, G : c7 , codes_A :  24 
A : 3a, B : 39, C: 1a, D : e2 ,E: 1b, F : 8d, G : 86 , codes_A :  26 
A : f7, B : bb, C: 99, D : 96 ,E: fc, F : d0, G : a1 , codes_A : 114 
A : 6f, B : 3f, C: d9, D : be ,E: 06, F : ef, G : c3 , codes_A :  34 
A : 3f, B : 02, C: bd, D : 9e ,E: 2d, F : 0e, G : d2 , codes_A :  13 
A : 3a, B : 01, C: f0, D : a4 ,E: 00, F : 00, G : 00 , codes_A :  16 
A : 44, B : 0e, C: 0e, D : 0e ,E: 6c, F : bd, G : ba , codes_A :  94 
A : 3f, B : 3b, C: 30, D : 2c ,E: 6c, F : 14, G : 84 , codes_A :  22 
A : 20, B : 0c, C: db, D : d6 ,E: ff, F : e3, G : 8a , codes_A : 109 
A : 3c, B : 2c, C: 23, D : 12 ,E: 6f, F : e7, G : d3 , codes_A :  98 
A : 35, B : 15, C: f0, D : e4 ,E: 69, F : 10, G : 01 , codes_A :   3 
A : 3b, B : 2c, C: ed, D : e4 ,E: 70, F : 33, G : d0 , codes_A :  52 
A : 59, B : 0e, C: df, D : a8 ,E: 62, F : d2, G : 8f , codes_A :  92 
A : 3c, B : fb, C: d8, D : ba ,E: 4e, F : 33, G : ac , codes_A :  46 
A : 3c, B : 26, C: 23, D : b6 ,E: ff, F : b0, G : 96 , codes_A : 106 
A : 36, B : 2c, C: d9, D : d6 ,E: 55, F : fb, G : ae , codes_A :  81 
A : 31, B : 25, C: 14, D : d2 ,E: 67, F : c7, G : b6 , codes_A :  95 
A : 00, B : 00, C: e2, D : b6 ,E: 1b, F : 19, G : 0d , codes_A :   4 
A : be, B : 99, C: 97, D : 94 ,E: 60, F : fc, G : d0 , codes_A :  98 
A : 4a, B : d9, C: be, D : a0 ,E: 62, F : 06, G : ef , codes_A :  25 
A : 4e, B : 02, C: bf, D : bc ,E: 2d, F : 2b, G : 0e , codes_A :   8 
A : 3a, B : e6, C: bc, D : a4 ,E: 26, F : 23, G : 1e , codes_A :  10 
A : 44, B : 22, C: 0e, D : d8 ,E: bd, F : ba, G : 85 , codes_A : 104 
A : 3f, B : 3b, C: 30, D : 1e ,E: 14, F : ef, G : 84 , codes_A :  29 
A : 20, B : 0c, C: b0, D : 9c ,E: 56, F : ff, G : 8a , codes_A :  78 
A : 4c, B : 3c, C: 12, D : 06 ,E: 6f, F : d3, G : 93 , codes_A :  92 
A : 35, B : 30, C: 15, D : 12 ,E: 69, F : 01, G : ca , codes_A :  24 
A : 3b, B : 2c, C: 0a, D : ec ,E: 70, F : 66, G : 33 , codes_A :  49 
A : 59, B : 29, C: 0e, D : fa ,E: 62, F : 5a, G : d2 , codes_A :  73 
A : fb, B : d8, C: ba, D : b0 ,E: 5a, F : 4e, G : 33 , codes_A :  43 
A : 23, B : fa, C: d4, D : b6 ,E: ff, F : 9d, G : 96 , codes_A : 103 
A : 68, B : 36, C: d6, D : d4 ,E: 2a, F : fb, G : ae , codes_A :  60 
A : 31, B : 14, C: 0e, D : a8 ,E: 67, F : be, G : b6 , codes_A :  94 
A : 76, B : 3a, C: eb, D : e2 ,E: 1b, F : 19, G : 0e , codes_A :   7 
A : f7, B : d4, C: be, D : 96 ,E: 60, F : 09, G : fc , codes_A :  25 
A : 3a, B : d9, C: d9, D : be ,E: 62, F : 20, G : ef , codes_A :  53 
A : 02, B : bf, C: bd, D : 90 ,E: 2b, F : 0e, G : b2 , codes_A :  12 
A : 3a, B : fc, C: e6, D : bc ,E: 23, F : 1e, G : e1 , codes_A :  14 
A : 44, B : 22, C: e6, D : d8 ,E: f8, F : bd, G : 85 , codes_A : 106 
A : 46, B : 3b, C: 1f, D : 1c ,E: 30, F : ef, G : 84 , codes_A :  57 
A : 20, B : bb, C: b0, D : 9c ,E: 56, F : 0e, G : ff , codes_A :  20 
A : 3c, B : 1c, C: 12, D : 06 ,E: 6f, F : 67, G : 13 , codes_A :  22 
A : 48, B : 35, C: 30, D : 12 ,E: 69, F : ce, G : ca , codes_A :  97 
A : 5f, B : 3b, C: 0a, D : f4 ,E: 70, F : 66, G : 56 , codes_A :  70 
A : 0e, B : fa, C: e3, D : a8 ,E: 62, F : 5a, G : 44 , codes_A :  65 
A : 31, B : ca, C: ba, D : b0 ,E: 5a, F : 53, G : 29 , codes_A :  48 
A : 2f, B : 23, C: fa, D : ec ,E: 58, F : ff, G : 9d , codes_A :  78 
A : 68, B : 13, C: 0f, D : d6 ,E: 2a, F : fb, G : be , codes_A :  60 
A : 14, B : 0e, C: aa, D : 96 ,E: 01, F : be, G : b6 , codes_A :  30 
A : 76, B : 70, C: 58, D : 0a ,E: 19, F : f0, G : ee , codes_A :  35 
A : 15, B : d4, C: c9, D : be ,E: 60, F : 28, G : 09 , codes_A :  10 
A : 3a, B : 01, C: d9, D : ca ,E: 62, F : 20, G : ac , codes_A :  51 
A : 4e, B : bf, C: bd, D : 90 ,E: 2b, F : b2, G : 91 , codes_A :  55 
A : 52, B : 1c, C: ea, D : e6 ,E: 23, F : 23, G : 21 , codes_A :  42 
A : 5b, B : 22, C: 21, D : e6 ,E: 64, F : f8, G : 85 , codes_A :  93 
A : 46, B : 3f, C: 1f, D : d0 ,E: 70, F : 30, G : ef , codes_A :  53 
A : f0, B : bd, C: bb, D : b0 ,E: 72, F : 56, G : 0e , codes_A :  16 
A : 2c, B : 1c, C: 11, D : 06 ,E: 07, F : f9, G : 93 , codes_A :  29 
A : 6e, B : 66, C: 30, D : 12 ,E: ec, F : ce, G : ca , codes_A : 117 
A : 5f, B : 31, C: 1c, D : 0a ,E: 66, F : 56, G : 13 , codes_A :  16 
A : 08, B : 06, C: 05, D : 00 ,E: 1a, F : 04, G : 02 , codes_A :  68 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  81 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  66 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  59 
A : fa, B : e3, C: 9f, D : 88 ,E: 5a, F : 44, G : c2 , codes_A :  68 
A : 39, B : 31, C: ca, D : b0 ,E: 5a, F : e9, G : b4 , codes_A :  81 
A : fa, B : ec, C: d4, D : cc ,E: 58, F : 46, G : 9d , codes_A :  66 
A : 64, B : 39, C: 13, D : 0e ,E: 2a, F : d7, G : be , codes_A :  59 
A : 08, B : 06, C: 05, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   5 
A : 00, B : 00, C: 00, D : 00 ,E: 17, F : 10, G : 0e , codes_A : 119 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   8 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  51 
A : d7, B : aa, C: 97, D : 8a ,E: 07, F : 01, G : be , codes_A :   5 
A : 5c, B : 58, C: 50, D : 0a ,E: f7, F : f0, G : ee , codes_A : 119 
A : 17, B : 15, C: d4, D : c8 ,E: 3f, F : 28, G : 09 , codes_A :   8 
A : 3a, B : 0a, C: 01, D : d8 ,E: 64, F : 20, G : ac , codes_A :  51 
A : e7, B : cc, C: bd, D : 90 ,E: e4, F : b2, G : 91 , codes_A : 106 
A : 52, B : 25, C: 1e, D : ea ,E: 5b, F : 43, G : 21 , codes_A :  48 
A : 6b, B : 5b, C: 21, D : 1a ,E: 64, F : f8, G : 8c , codes_A :  93 
A : 69, B : 46, C: 3f, D : d0 ,E: 70, F : 30, G : a8 , codes_A :  51 
A : 54, B : f0, C: bd, D : ba ,E: 72, F : 0e, G : 97 , codes_A :  22 
A : 2c, B : 1c, C: 11, D : d0 ,E: 07, F : f9, G : 9c , codes_A :  29 
A : 6e, B : 66, C: 58, D : 26 ,E: ec, F : ce, G : be , codes_A : 114 
A : 48, B : 31, C: 1c, D : f4 ,E: 56, F : 13, G : d8 , codes_A :  19 
A : e3, B : d3, C: 9f, D : 88 ,E: 44, F : de, G : c2 , codes_A :  82 
A : 39, B : ca, C: ae, D : 94 ,E: e9, F : b8, G : b4 , codes_A : 112 
A : ec, B : d0, C: cc, D : ba ,E: 58, F : 46, G : 9b , codes_A :  66 
A : 39, B : 13, C: 0f, D : d8 ,E: d7, F : be, G : b1 , codes_A : 111 
A : d7, B : c1, C: aa, D : 96 ,E: 07, F : 01, G : ee , codes_A :   7 
A : 3c, B : 35, C: 10, D : c6 ,E: 73, F : f7, G : f0 , codes_A :  99 
A : 23, B : 15, C: de, D : c8 ,E: 3f, F : 2d, G : 28 , codes_A :  36 
A : 32, B : 0a, C: 01, D : ca ,E: 64, F : ac, G : 9a , codes_A :  91 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   7 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  99 
A : 00, B : 00, C: 00, D : 00 ,E: 1f, F : 0d, G : 08 , codes_A :  36 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  91 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 53, B : 1b, C: e5, D : c2 ,E: 3e, F : 0a, G : e3 , codes_A :  14 
A : 09, B : fa, C: d9, D : d8 ,E: 36, F : 2c, G : 20 , codes_A :  42 
A : 7c, B : 4c, C: 0f, D : ac ,E: 34, F : 33, G : 87 , codes_A :  39 
A : 46, B : 16, C: f2, D : e4 ,E: 75, F : d1, G : 91 , codes_A :  92 
A : 36, B : c5, C: a4, D : 9c ,E: fa, F : e9, G : cb , codes_A : 118 
A : 64, B : 1e, C: 10, D : d2 ,E: 6d, F : 62, G : ee , codes_A :  89 
A : 5e, B : 0e, C: ec, D : c2 ,E: 79, F : bb, G : a8 , codes_A :  94 
A : fa, B : c7, C: a2, D : 88 ,E: 4c, F : c0, G : 88 , codes_A :  77 
A : 24, B : 0c, C: c0, D : a0 ,E: 7f, F : 05, G : ae , codes_A :  23 
A : 2d, B : 28, C: 10, D : d2 ,E: 6f, F : 1a, G : ea , codes_A :  25 
A : 0c, B : f4, C: af, D : 8a ,E: 51, F : 0c, G : ae , codes_A :  18 
A : 42, B : 31, C: 2e, D : e0 ,E: 22, F : 0e, G : a8 , codes_A :  12 
A : 36, B : 24, C: ef, D : c4 ,E: 42, F : f5, G : a7 , codes_A :  81 
A : 6d, B : 66, C: 5a, D : 4e ,E: 1b, F : 19, G : 0e , codes_A :   6 
A : 57, B : 2e, C: 29, D : 24 ,E: 44, F : 19, G : 88 , codes_A :  17 
A : 2a, B : 1b, C: 19, D : 8e ,E: 63, F : d3, G : 92 , codes_A :  92 
A : 53, B : 3e, C: 1b, D : d6 ,E: 3e, F : e3, G : 8d , codes_A :  57 
A : 60, B : 09, C: e7, D : d8 ,E: 36, F : 2c, G : 28 , codes_A :  36 
A : 4c, B : 0f, C: e5, D : d0 ,E: 34, F : 03, G : 87 , codes_A :  11 
A : 16, B : f2, C: e5, D : dc ,E: 75, F : 93, G : 91 , codes_A :  90 
A : 4e, B : 43, C: 36, D : 9c ,E: fa, F : eb, G : cb , codes_A : 118 
A : 10, B : e6, C: b2, D : ac ,E: 6d, F : 69, G : 62 , codes_A :  85 
A : 5e, B : 0e, C: ec, D : e8 ,E: 79, F : 03, G : bb , codes_A :  23 
A : fa, B : f2, C: a2, D : 88 ,E: c0, F : af, G : 88 , codes_A : 105 
A : 24, B : e6, C: d6, D : c0 ,E: 05, F : e1, G : ae , codes_A :  32 
A : 4d, B : 48, C: 32, D : e8 ,E: 6f, F : 1a, G : dc , codes_A :  24 
A : 0c, B : f4, C: f3, D : ae ,E: 51, F : 0c, G : f9 , codes_A :  20 
A : 31, B : 13, C: e0, D : b2 ,E: 0e, F : a8, G : 84 , codes_A :  27 
A : 47, B : 36, C: 16, D : ee ,E: 64, F : 42, G : f5 , codes_A :  74 
A : 61, B : 5a, C: 2c, D : 06 ,E: 1b, F : 19, G : 06 , codes_A :   7 
A : 5e, B : 57, C: 2e, D : 28 ,E: 19, F : a8, G : 88 , codes_A :  27 
A : 21, B : 19, C: b2, D : 8e ,E: 63, F : fc, G : 92 , codes_A :  93 
A : 3e, B : d7, C: d6, D : c2 ,E: 3e, F : b8, G : 8d , codes_A :  55 
A : 63, B : 60, C: 27, D : f0 ,E: 43, F : 36, G : 28 , codes_A :  37 
A : e5, B : d0, C: cf, D : ac ,E: 03, F : f7, G : 87 , codes_A :  29 
A : 16, B : f2, C: dc, D : d2 ,E: fe, F : 93, G : 91 , codes_A : 103 
A : 4e, B : 43, C: 25, D : aa ,E: fa, F : eb, G : c8 , codes_A : 118 
A : 10, B : e6, C: dd, D : ac ,E: 69, F : 62, G : ad , codes_A :  87 
A : ec, B : e8, C: ca, D : ba ,E: 03, F : ff, G : bb , codes_A :  32 
A : fe, B : fa, C: f4, D : f2 ,E: d0, F : c0, G : af , codes_A : 113 
A : e6, B : db, C: d6, D : c0 ,E: 05, F : e1, G : 85 , codes_A :  29 
A : 55, B : 28, C: 11, D : f2 ,E: 2e, F : 1a, G : dc , codes_A :  13 
A : 36, B : 0c, C: f3, D : ae ,E: 22, F : 0c, G : f9 , codes_A :  14 
A : 4a, B : 31, C: 2d, D : 12 ,E: a8, F : 97, G : 84 , codes_A : 101 
A : 36, B : 16, C: da, D : b6 ,E: 64, F : 42, G : ae , codes_A :  72 
A : 2c, B : 1f, C: 1c, D : 00 ,E: 1b, F : e6, G : a7 , codes_A :  32 
A : 6a, B : 57, C: 29, D : e6 ,E: 7e, F : a8, G : 88 , codes_A :  91 
A : 21, B : cb, C: b2, D : a2 ,E: fc, F : b3, G : 92 , codes_A : 106 
A : 3e, B : e4, C: d7, D : d6 ,E: b9, F : b8, G : 8d , codes_A : 104 
A : 42, B : 3b, C: 23, D : f0 ,E: 58, F : 43, G : 28 , codes_A :  43 
A : da, B : d0, C: cf, D : a4 ,E: 03, F : f7, G : 9f , codes_A :  29 
A : 18, B : dc, C: d3, D : d2 ,E: fe, F : a9, G : 93 , codes_A : 106 
A : 4e, B : 43, C: 25, D : 08 ,E: eb, F : e3, G : c8 , codes_A : 118 
A : 68, B : 2d, C: e6, D : dc ,E: 69, F : b3, G : ad , codes_A :  94 
A : e8, B : ca, C: ba, D : 90 ,E: 03, F : ff, G : df , codes_A :  34 
A : fe, B : f4, C: f2, D : c4 ,E: 39, F : d0, G : af , codes_A :  59 
A : e6, B : db, C: d6, D : d0 ,E: 6e, F : e1, G : 85 , codes_A :  93 
A : 11, B : 02, C: f2, D : e8 ,E: 2e, F : dc, G : d4 , codes_A :  61 
A : 3b, B : 36, C: f5, D : f2 ,E: 58, F : 22, G : f9 , codes_A :  48 
A : 52, B : 2d, C: 13, D : f8 ,E: 34, F : 97, G : 84 , codes_A :  54 
A : 47, B : 16, C: da, D : c6 ,E: 64, F : bd, G : ae , codes_A :  94 
A : 25, B : 1f, C: 1c, D : 00 ,E: 63, F : e6, G : a7 , codes_A :  96 
A : 6a, B : f8, C: e7, D : e2 ,E: 7e, F : b2, G : a8 , codes_A :  94 
A : 21, B : cb, C: b2, D : a2 ,E: 4a, F : fc, G : b3 , codes_A :  81 
A : 64, B : 51, C: e4, D : d6 ,E: 6c, F : b9, G : b8 , codes_A :  94 
A : 3b, B : 2a, C: 23, D : f0 ,E: 58, F : 43, G : 15 , codes_A :  15 
A : da, B : cf, C: bd, D : a4 ,E: f7, F : d8, G : 9f , codes_A : 108 
A : 2e, B : 18, C: d3, D : b4 ,E: 6d, F : fe, G : a9 , codes_A :  96 
A : 25, B : 08, C: ee, D : aa ,E: e3, F : e0, G : c8 , codes_A : 118 
A : 63, B : 28, C: dd, D : b6 ,E: bc, F : b3, G : ad , codes_A : 112 
A : 23, B : 15, C: ca, D : 90 ,E: ff, F : f9, G : df , codes_A : 118 
A : fe, B : f4, C: f3, D : c4 ,E: 39, F : d0, G : a3 , codes_A :  59 
A : 0d, B : db, C: d0, D : ae ,E: 6e, F : ce, G : 85 , codes_A :  92 
A : 2c, B : 11, C: 02, D : c2 ,E: 2e, F : d4, G : 9b , codes_A :  56 
A : 36, B : 34, C: f5, D : b8 ,E: 58, F : 40, G : 22 , codes_A :  43 
A : 52, B : 2d, C: 2d, D : f8 ,E: 34, F : be, G : 97 , codes_A :  55 
A : da, B : c7, C: b2, D : 9c ,E: 45, F : bd, G : ae , codes_A :  79 
A : 25, B : 1f, C: 1c, D : e2 ,E: 63, F : 4e, G : a7 , codes_A :  72 
A : 10, B : f8, C: e3, D : 8a ,E: 7e, F : d9, G : b2 , codes_A :  95 
A : 6b, B : fa, C: cb, D : a2 ,E: 4a, F : 0d, G : b3 , codes_A :  18 
A : 64, B : 51, C: 4a, D : e4 ,E: 6c, F : 58, G : b9 , codes_A :  72 
A : 00, B : 00, C: 00, D : c4 ,E: 58, F : 55, G : 14 , codes_A :  17 
A : 3c, B : da, C: ca, D : bc ,E: 38, F : d8, G : 9f , codes_A :  56 
A : 28, B : 18, C: d3, D : b4 ,E: 6d, F : ce, G : a9 , codes_A :  95 
A : 19, B : 08, C: ee, D : ba ,E: e3, F : e0, G : d2 , codes_A : 118 
A : 28, B : b6, C: af, D : 9a ,E: 36, F : fc, G : b3 , codes_A :  60 
A : 27, B : 23, C: 15, D : 9e ,E: 5d, F : f9, G : df , codes_A :  83 
A : 54, B : 3b, C: f3, D : c4 ,E: 39, F : a3, G : 95 , codes_A :  55 
A : 18, B : d0, C: c2, D : ae ,E: 6e, F : ce, G : b7 , codes_A :  95 
A : 02, B : c2, C: ba, D : a0 ,E: 72, F : d4, G : 9b , codes_A :  92 
A : 3e, B : 34, C: f5, D : b8 ,E: 58, F : 46, G : 40 , codes_A :  64 
A : 2d, B : f8, C: f2, D : c8 ,E: 48, F : 34, G : be , codes_A :  46 
A : d4, B : cc, C: c7, D : b2 ,E: 54, F : 45, G : bd , codes_A :  67 
A : 78, B : 77, C: 25, D : 22 ,E: 63, F : 4e, G : ce , codes_A :  73 
A : 23, B : 10, C: f8, D : 8a ,E: 22, F : d9, G : b2 , codes_A :  59 
A : 6b, B : 29, C: fa, D : f6 ,E: 5f, F : 4a, G : 0d , codes_A :  15 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  67 
A : 08, B : 07, C: 05, D : 02 ,E: 00, F : 00, G : 00 , codes_A :  73 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  59 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  15 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  98 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A : 105 
A : 00, B : 00, C: 00, D : 00 ,E: 1c, F : 11, G : 05 , codes_A :  99 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  63 
A : 1b, B : 0a, C: e3, D : c2 ,E: 65, F : e3, G : d7 , codes_A :  98 
A : 36, B : 2c, C: 20, D : 08 ,E: 00, F : 00, G : 00 , codes_A : 105 
A : 7c, B : 4c, C: 34, D : 32 ,E: 7c, F : f1, G : e5 , codes_A :  99 
A : 75, B : f2, C: d1, D : c6 ,E: 25, F : e9, G : e6 , codes_A :  63 
A : e9, B : cb, C: a4, D : 9c ,E: 4d, F : fe, G : 8c , codes_A :  78 
A : 64, B : 62, C: ee, D : d2 ,E: 54, F : b8, G : 9d , codes_A :  76 
A : 5e, B : 0e, C: bb, D : a8 ,E: 15, F : 8c, G : 87 , codes_A :  26 
A : c7, B : c0, C: 89, D : 88 ,E: 4f, F : 3e, G : cf , codes_A :  47 
A : 61, B : 0c, C: 05, D : ae ,E: 20, F : c2, G : b2 , codes_A :  59 
A : 4d, B : 28, C: 1a, D : 10 ,E: 4d, F : 30, G : b2 , codes_A :  46 
A : 2a, B : 0c, C: f4, D : ae ,E: 46, F : 08, G : 96 , codes_A :  17 
A : 2e, B : 22, C: 0e, D : e0 ,E: 4f, F : 45, G : a4 , codes_A :  67 
A : 42, B : 24, C: f5, D : b6 ,E: 7f, F : 79, G : 0e , codes_A :  21 
A : 6d, B : 1b, C: 19, D : 0e ,E: 32, F : 2b, G : 2a , codes_A :  39 
A : 44, B : 29, C: 19, D : a8 ,E: 28, F : f8, G : ae , codes_A :  60 
A : 3c, B : 2a, C: d3, D : 92 ,E: 6a, F : 57, G : fb , codes_A :  74 
A : 1b, B : e3, C: d7, D : c2 ,E: 65, F : f7, G : e3 , codes_A :  99 
A : 36, B : 2c, C: 28, D : 08 ,E: 28, F : b7, G : 9a , codes_A :  55 
A : 4c, B : 34, C: 03, D : d0 ,E: 76, F : f1, G : e5 , codes_A :  99 
A : 75, B : f2, C: d2, D : 92 ,E: 25, F : 17, G : e9 , codes_A :  14 
A : fa, B : eb, C: cb, D : 9c ,E: fe, F : fc, G : 8c , codes_A : 109 
A : 69, B : 62, C: d2, D : ac ,E: 1c, F : b8, G : 9d , codes_A :  27 
A : 5e, B : 0e, C: 03, D : e8 ,E: 34, F : 15, G : 8c , codes_A :  11 
A : c0, B : af, C: 89, D : 88 ,E: 56, F : 4f, G : cf , codes_A :  68 
A : 05, B : e6, C: e1, D : ae ,E: 75, F : c2, G : b2 , codes_A :  95 
A : 4d, B : 28, C: 1a, D : f2 ,E: 4d, F : b2, G : 91 , codes_A :  76 
A : 3b, B : 0c, C: f9, D : f4 ,E: 46, F : e7, G : 96 , codes_A :  78 
A : 13, B : 0e, C: e0, D : a8 ,E: 45, F : bb, G : a4 , codes_A :  79 
A : 5b, B : 42, C: 16, D : f4 ,E: 7f, F : 0e, G : 0d , codes_A :   3 
A : 1b, B : 19, C: 06, D : 00 ,E: 2b, F : 8f, G : 8a , codes_A :  54 
A : 5e, B : 29, C: 19, D : a8 ,E: 28, F : ae, G : ac , codes_A :  58 
A : 3c, B : 21, C: fc, D : 92 ,E: 78, F : 6a, G : 57 , codes_A :  70 
A : d7, B : d6, C: c2, D : b8 ,E: 2b, F : f7, G : e3 , codes_A :  63 
A : 43, B : 36, C: 28, D : 22 ,E: 28, F : b7, G : ab , codes_A :  58 
A : 03, B : f7, C: d0, D : ce ,E: 76, F : e5, G : ab , codes_A :  96 
A : f2, B : d2, C: a5, D : 92 ,E: 52, F : 17, G : e9 , codes_A :  20 
A : fa, B : eb, C: c8, D : aa ,E: fc, F : a4, G : 8c , codes_A : 106 
A : 69, B : 62, C: ad, D : ac ,E: 1c, F : b8, G : b4 , codes_A :  30 
A : 03, B : ff, C: e8, D : ba ,E: 34, F : 25, G : 8c , codes_A :  39 
A : f4, B : d0, C: c0, D : ae ,E: 5c, F : 56, G : 4f , codes_A :  64 
A : e6, B : e1, C: db, D : a0 ,E: 75, F : 30, G : b2 , codes_A :  51 
A : 28, B : 1a, C: 11, D : f2 ,E: 00, F : 00, G : 00 , codes_A : 105 
A : 36, B : 22, C: 0c, D : f8 ,E: e7, F : a7, G : 96 , codes_A : 106 
A : 2d, B : 13, C: a8, D : 96 ,E: 45, F : bb, G : 99 , codes_A :  76 
A : 42, B : 16, C: da, D : b6 ,E: 78, F : 0e, G : 0d , codes_A :   3 
A : 1c, B : 1b, C: 01, D : e6 ,E: 42, F : 8f, G : 8a , codes_A :  75 
A : 6a, B : 29, C: e3, D : a8 ,E: 67, F : ae, G : ac , codes_A :  94 
A : 21, B : fc, C: cb, D : b2 ,E: 78, F : 6a, G : 69 , codes_A :  85 
A : d7, B : d6, C: b9, D : b8 ,E: 2b, F : f7, G : c7 , codes_A :  62 
A : 43, B : 42, C: 28, D : 22 ,E: 28, F : 0e, G : ab , codes_A :  12 
A : f7, B : d0, C: cf, D : 9e ,E: 76, F : ab, G : ab , codes_A :  94 
A : fe, B : d2, C: a9, D : a4 ,E: 52, F : 45, G : 17 , codes_A :  15 
A : 4e, B : eb, C: e3, D : c8 ,E: 21, F : fc, G : a4 , codes_A :  60 
